date,area,district,mail_type,pct_on_time,area_average,nat_average
2020-03-21,Eastern,Tennessee,first class,92.61,93.832,92.48880597014926
2020-03-21,Eastern,Tennessee,marketing,92.74,94.206,91.89955223880597
2020-03-21,Eastern,Tennessee,periodical,87.85,87.703,85.31238805970149
2020-03-28,Eastern,Tennessee,first class,94.54,93.555,92.28328358208955
2020-03-28,Eastern,Tennessee,marketing,95.32,94.287,92.68477611940298
2020-03-28,Eastern,Tennessee,periodical,87.56,89.43299999999999,84.20388059701493
2020-04-01,Eastern,Tennessee,first class,94.11,94.082,92.44791044776119
2020-04-01,Eastern,Tennessee,marketing,90.96,93.545,89.53373134328358
2020-04-01,Eastern,Tennessee,periodical,83.07,88.31099999999999,82.98134328358209
2020-04-04,Eastern,Tennessee,first class,93.79,93.20100000000001,91.08268656716417
2020-04-04,Eastern,Tennessee,marketing,92.08,93.34,88.09537313432836
2020-04-04,Eastern,Tennessee,periodical,83.95,87.438,81.46358208955223
2020-04-11,Eastern,Tennessee,first class,91,91.736,88.87402985074627
2020-04-11,Eastern,Tennessee,marketing,92.52,91.895,87.90641791044776
2020-04-11,Eastern,Tennessee,periodical,76.83,81.126,76.45507462686567
2020-04-18,Eastern,Tennessee,first class,92.63,92.47,90.52313432835821
2020-04-18,Eastern,Tennessee,marketing,93.17,92.148,88.38283582089552
2020-04-18,Eastern,Tennessee,periodical,78.33,81.827,77.98447761194029
2020-04-25,Eastern,Tennessee,first class,91.19,91.53,89.73597014925373
2020-04-25,Eastern,Tennessee,marketing,92.12,90.036,87.3144776119403
2020-04-25,Eastern,Tennessee,periodical,75.71,79.112,74.06
2020-05-02,Eastern,Tennessee,first class,89.13,91.43299999999999,89.182089552238807
2020-05-02,Eastern,Tennessee,marketing,90.83,90.047,86.49776119402985
2020-05-02,Eastern,Tennessee,periodical,73.39,79.054,73.19462686567164
2020-05-09,Eastern,Tennessee,first class,90.85,91.411,89.02462686567164
2020-05-09,Eastern,Tennessee,marketing,88.39,91.508,87.77477611940299
2020-05-09,Eastern,Tennessee,periodical,58.63,73.536,69.31626865671642
2020-05-16,Eastern,Tennessee,first class,92,92.072,90.94850746268656
2020-05-16,Eastern,Tennessee,marketing,87.74,92.613,89.65597014925373
2020-05-16,Eastern,Tennessee,periodical,63.07,78.22,73.81582089552239
2020-05-23,Eastern,Tennessee,first class,92.92,93.355,91.81462686567164
2020-05-23,Eastern,Tennessee,marketing,83.75,90.512,89.30164179104477
2020-05-23,Eastern,Tennessee,periodical,65.98,82.70100000000001,76.63716417910447
2020-05-30,Eastern,Tennessee,first class,91.61,91.799,89.82761194029851
2020-05-30,Eastern,Tennessee,marketing,87.01,92.413,90.110597014925375
2020-05-30,Eastern,Tennessee,periodical,74.38,80.962,76.74104477611941
2020-06-06,Eastern,Tennessee,first class,92.08,92.256,90.2844776119403
2020-06-06,Eastern,Tennessee,marketing,87.51,91.43900000000001,89.28955223880597
2020-06-06,Eastern,Tennessee,periodical,70.52,81.622,76.22820895522388
2020-06-13,Eastern,Tennessee,first class,92.1,92.898,91.25044776119402
2020-06-13,Eastern,Tennessee,marketing,90.71,92.698,90.66611940298507
2020-06-13,Eastern,Tennessee,periodical,72.66,82.881,78.9720895522388
2020-06-20,Eastern,Tennessee,first class,91.82,92.493,90.33910447761194
2020-06-20,Eastern,Tennessee,marketing,89.49,92.42,90.69313432835821
2020-06-20,Eastern,Tennessee,periodical,77.3,82.559,77.99194029850746
2020-06-27,Eastern,Tennessee,first class,92.75,92.469,90.34238805970149
2020-06-27,Eastern,Tennessee,marketing,92.28,92.574,91.24179104477612
2020-06-27,Eastern,Tennessee,periodical,74.48,84.002,80.67895522388059
2020-07-01,Eastern,Tennessee,first class,92.85,93.253,91.40492537313433
2020-07-01,Eastern,Tennessee,marketing,87.07,92.333,89.99686567164179
2020-07-01,Eastern,Tennessee,periodical,72.46,81.79599999999999,78.68358208955223
2020-07-04,Eastern,Tennessee,first class,91.17,91.363,90.30477611940299
2020-07-04,Eastern,Tennessee,marketing,84.32,89.584,87.91850746268656
2020-07-04,Eastern,Tennessee,periodical,70.51,78.889,76.04597014925373
2020-07-11,Eastern,Tennessee,first class,85.25,86.134,85.64
2020-07-11,Eastern,Tennessee,marketing,82.98,82.22200000000001,83.49074626865672
2020-07-11,Eastern,Tennessee,periodical,75.01,74.265,73.44537313432836
2020-07-18,Eastern,Tennessee,first class,80.29,80.691,82.65940298507462
2020-07-18,Eastern,Tennessee,marketing,74.93,75.44800000000001,81.20328358208955
2020-07-18,Eastern,Tennessee,periodical,66.23,73.243,71.2423880597015
2020-07-25,Eastern,Tennessee,first class,81.21,80.357,83.4613432835821
2020-07-25,Eastern,Tennessee,marketing,79.85,81.267,83.07761194029851
2020-07-25,Eastern,Tennessee,periodical,76.85,70.85,67.87805970149253
2020-08-01,Eastern,Tennessee,first class,86.02,81.209,82.64
2020-08-01,Eastern,Tennessee,marketing,84.62,81.385,80.8176119402985
2020-08-01,Eastern,Tennessee,periodical,49.79,69.468,68.53910447761194
2020-08-08,Eastern,Tennessee,first class,86.31,80.456,81.42850746268657
2020-08-08,Eastern,Tennessee,marketing,86.8,80.322,82.4720895522388
2020-08-08,Eastern,Tennessee,periodical,73.94,72.077,68.86507462686568
2020-08-15,Eastern,Tennessee,first class,88.7,84.866,85.14671641791045
2020-08-15,Eastern,Tennessee,marketing,85.62,85.871,86.32208955223881
2020-08-15,Eastern,Tennessee,periodical,68.94,74.987,72.42880597014926
2020-08-22,Eastern,Tennessee,first class,88.93,88.86500000000001,87.66373134328359
2020-08-22,Eastern,Tennessee,marketing,86.45,91.14,89.65507462686567
2020-08-22,Eastern,Tennessee,periodical,76.18,78.415,75.35179104477612
2020-08-29,Eastern,Tennessee,first class,88.96,88.982,87.9558208955224
2020-08-29,Eastern,Tennessee,marketing,86.01,90.74600000000001,89.71492537313434
2020-08-29,Eastern,Tennessee,periodical,71.29,79.65,77.81626865671642
2020-09-05,Eastern,Tennessee,first class,90.21,89.569,88.63970149253731
2020-09-05,Eastern,Tennessee,marketing,83.53,88.947,87.56910447761194
2020-09-05,Eastern,Tennessee,periodical,71.89,81.792,79.4310447761194
2020-09-12,Eastern,Tennessee,first class,84.43,86.456,86.31940298507463
2020-09-12,Eastern,Tennessee,marketing,81.22,86.43,87.01388059701493
2020-09-12,Eastern,Tennessee,periodical,74.13,77.56,77.99432835820896
2020-09-19,Eastern,Tennessee,first class,84.93,83.293,84.3179104477612
2020-09-19,Eastern,Tennessee,marketing,82.6,87.472,88.86358208955224
2020-09-19,Eastern,Tennessee,periodical,78.35,79.535,79.76626865671642
2020-09-26,Eastern,Tennessee,first class,85.67,85.142,85.99880597014925
2020-09-26,Eastern,Tennessee,marketing,85.93,89.618,89.72044776119402
2020-09-26,Eastern,Tennessee,periodical,81.61,78.379,77.87910447761195
2020-10-03,Eastern,Tennessee,first class,85.81,83.978,86.09283582089552
2020-10-03,Eastern,Tennessee,marketing,88.14,88.397,89.24208955223881
2020-10-03,Eastern,Tennessee,periodical,79.98,80.887,78.80641791044776
2020-10-10,Eastern,Tennessee,first class,86.77,83.832,85.7068656716418
2020-10-10,Eastern,Tennessee,marketing,86.9,85.89,86.79537313432836
2020-10-10,Eastern,Tennessee,periodical,76.6,78.01,77.79492537313433
2020-10-17,Eastern,Tennessee,first class,81.76,76.57300000000001,81.02850746268656
2020-10-17,Eastern,Tennessee,marketing,86.85,83.19800000000001,87.537761194029855
2020-10-17,Eastern,Tennessee,periodical,66.32,74.136,74.85313432835821
2020-10-24,Eastern,Tennessee,first class,83.61,75.789,81.72880597014925
2020-10-24,Eastern,Tennessee,marketing,85.84,82.512,86.49582089552239
2020-10-24,Eastern,Tennessee,periodical,76.28,76.101,75.62328358208956
2020-10-31,Eastern,Tennessee,first class,86.7,79.821,84.71164179104478
2020-10-31,Eastern,Tennessee,marketing,86.06,79.498,84.98910447761195
2020-10-31,Eastern,Tennessee,periodical,81.97,79.051,76.0223880597015
2020-01-04,Eastern,Western New York,first class,92.45,92.012,91.52223880597015
2020-01-04,Eastern,Western New York,marketing,94.53,92.782,91.10417910447761
2020-01-04,Eastern,Western New York,periodical,89.38,87.82900000000001,84.79970149253731
2020-01-11,Eastern,Western New York,first class,94.03,92.877,91.32611940298507
2020-01-11,Eastern,Western New York,marketing,94.42,91.136,88.92641791044777
2020-01-11,Eastern,Western New York,periodical,87.8,88.61,84.77776119402985
2020-01-18,Eastern,Western New York,first class,94.89,94.09,92.84149253731343
2020-01-18,Eastern,Western New York,marketing,94.53,92.672,89.35925373134329
2020-01-18,Eastern,Western New York,periodical,90.58,91.964,86.83358208955224
2020-01-25,Eastern,Western New York,first class,93.29,92.414,90.87194029850747
2020-01-25,Eastern,Western New York,marketing,94.64,94.313,91.74611940298507
2020-01-25,Eastern,Western New York,periodical,83.68,87.598,87.02731343283583
2020-02-01,Eastern,Western New York,first class,92.99,92.507,90.80268656716417
2020-02-01,Eastern,Western New York,marketing,94.87,93.43900000000001,90.1579104477612
2020-02-01,Eastern,Western New York,periodical,92.8,90.739,87.08328358208955
2020-02-08,Eastern,Western New York,first class,93.7,93.223,91.89029850746269
2020-02-08,Eastern,Western New York,marketing,94.21,94.145,91.76835820895522
2020-02-08,Eastern,Western New York,periodical,87.02,89.878,88.17701492537313
2020-02-15,Eastern,Western New York,first class,94.67,94.70400000000001,93.73283582089552
2020-02-15,Eastern,Western New York,marketing,94.93,94.57000000000001,91.66597014925374
2020-02-15,Eastern,Western New York,periodical,87.53,90.635,88.09074626865672
2020-02-22,Eastern,Western New York,first class,93.69,93.474,92.73044776119403
2020-02-22,Eastern,Western New York,marketing,94.09,95.279,93.13537313432836
2020-02-22,Eastern,Western New York,periodical,90.25,91.094,86.80835820895523
2020-02-29,Eastern,Western New York,first class,93.53,93.576,93.05
2020-02-29,Eastern,Western New York,marketing,95.65,94.469,91.48925373134328
2020-02-29,Eastern,Western New York,periodical,87.42,90.099,85.74104477611941
2020-03-07,Eastern,Western New York,first class,94.39,93.141,92.29373134328358
2020-03-07,Eastern,Western New York,marketing,94.14,94.24,92.01358208955224
2020-03-07,Eastern,Western New York,periodical,86.69,90.265,86.38985074626865
2020-03-14,Eastern,Western New York,first class,94.24,93.094,91.79925373134328
2020-03-14,Eastern,Western New York,marketing,94.65,94.446,91.02089552238806
2020-03-14,Eastern,Western New York,periodical,87.09,87.887,85.62552238805971
2020-03-21,Eastern,Western New York,first class,94.77,93.832,92.48880597014926
2020-03-21,Eastern,Western New York,marketing,93.26,94.206,91.89955223880597
2020-03-21,Eastern,Western New York,periodical,77.15,87.703,85.31238805970149
2020-03-28,Eastern,Western New York,first class,94.57,93.555,92.28328358208955
2020-03-28,Eastern,Western New York,marketing,95.57,94.287,92.68477611940298
2020-03-28,Eastern,Western New York,periodical,90.47,89.43299999999999,84.20388059701493
2020-04-01,Eastern,Western New York,first class,94.68,94.082,92.44791044776119
2020-04-01,Eastern,Western New York,marketing,93.1,93.545,89.53373134328358
2020-04-01,Eastern,Western New York,periodical,91.83,88.31099999999999,82.98134328358209
2020-04-04,Eastern,Western New York,first class,93.62,93.20100000000001,91.08268656716417
2020-04-04,Eastern,Western New York,marketing,94.5,93.34,88.09537313432836
2020-04-04,Eastern,Western New York,periodical,86.75,87.438,81.46358208955223
2020-04-11,Eastern,Western New York,first class,91.35,91.736,88.87402985074627
2020-04-11,Eastern,Western New York,marketing,93.56,91.895,87.90641791044776
2020-04-11,Eastern,Western New York,periodical,76,81.126,76.45507462686567
2020-04-18,Eastern,Western New York,first class,93.99,92.47,90.52313432835821
2020-04-18,Eastern,Western New York,marketing,93.76,92.148,88.38283582089552
2020-04-18,Eastern,Western New York,periodical,66.34,81.827,77.98447761194029
2020-04-25,Eastern,Western New York,first class,92.43,91.53,89.73597014925373
2020-04-25,Eastern,Western New York,marketing,88.97,90.036,87.3144776119403
2020-04-25,Eastern,Western New York,periodical,68.52,79.112,74.06
2020-05-02,Eastern,Western New York,first class,92.44,91.43299999999999,89.182089552238807
2020-05-02,Eastern,Western New York,marketing,90.42,90.047,86.49776119402985
2020-05-02,Eastern,Western New York,periodical,55.55,79.054,73.19462686567164
2020-05-09,Eastern,Western New York,first class,92.21,91.411,89.02462686567164
2020-05-09,Eastern,Western New York,marketing,92.91,91.508,87.77477611940299
2020-05-09,Eastern,Western New York,periodical,57.43,73.536,69.31626865671642
2020-05-16,Eastern,Western New York,first class,92.63,92.072,90.94850746268656
2020-05-16,Eastern,Western New York,marketing,94.94,92.613,89.65597014925373
2020-05-16,Eastern,Western New York,periodical,71.71,78.22,73.81582089552239
2020-05-23,Eastern,Western New York,first class,94.17,93.355,91.81462686567164
2020-05-23,Eastern,Western New York,marketing,94.15,90.512,89.30164179104477
2020-05-23,Eastern,Western New York,periodical,83.15,82.70100000000001,76.63716417910447
2020-05-30,Eastern,Western New York,first class,92.67,91.799,89.82761194029851
2020-05-30,Eastern,Western New York,marketing,94.15,92.413,90.110597014925375
2020-05-30,Eastern,Western New York,periodical,64.9,80.962,76.74104477611941
2020-06-06,Eastern,Western New York,first class,92.58,92.256,90.2844776119403
2020-06-06,Eastern,Western New York,marketing,94.5,91.43900000000001,89.28955223880597
2020-06-06,Eastern,Western New York,periodical,71.29,81.622,76.22820895522388
2020-06-13,Eastern,Western New York,first class,94.46,92.898,91.25044776119402
2020-06-13,Eastern,Western New York,marketing,95.99,92.698,90.66611940298507
2020-06-13,Eastern,Western New York,periodical,78.64,82.881,78.9720895522388
2020-06-20,Eastern,Western New York,first class,94.04,92.493,90.33910447761194
2020-06-20,Eastern,Western New York,marketing,94.69,92.42,90.69313432835821
2020-06-20,Eastern,Western New York,periodical,82.44,82.559,77.99194029850746
2020-06-27,Eastern,Western New York,first class,94.13,92.469,90.34238805970149
2020-06-27,Eastern,Western New York,marketing,96.13,92.574,91.24179104477612
2020-06-27,Eastern,Western New York,periodical,74.19,84.002,80.67895522388059
2020-07-01,Eastern,Western New York,first class,94.91,93.253,91.40492537313433
2020-07-01,Eastern,Western New York,marketing,95,92.333,89.99686567164179
2020-07-01,Eastern,Western New York,periodical,90.61,81.79599999999999,78.68358208955223
2020-07-04,Eastern,Western New York,first class,93.73,91.363,90.30477611940299
2020-07-04,Eastern,Western New York,marketing,89.9,89.584,87.91850746268656
2020-07-04,Eastern,Western New York,periodical,74.01,78.889,76.04597014925373
2020-07-11,Eastern,Western New York,first class,86.55,86.134,85.64
2020-07-11,Eastern,Western New York,marketing,75.84,82.22200000000001,83.49074626865672
2020-07-11,Eastern,Western New York,periodical,55.92,74.265,73.44537313432836
2020-07-18,Eastern,Western New York,first class,84.85,80.691,82.65940298507462
2020-07-18,Eastern,Western New York,marketing,58.06,75.44800000000001,81.20328358208955
2020-07-18,Eastern,Western New York,periodical,49.2,73.243,71.2423880597015
2020-07-25,Eastern,Western New York,first class,85.45,80.357,83.4613432835821
2020-07-25,Eastern,Western New York,marketing,81.78,81.267,83.07761194029851
2020-07-25,Eastern,Western New York,periodical,40.55,70.85,67.87805970149253
2020-08-01,Eastern,Western New York,first class,86.95,81.209,82.64
2020-08-01,Eastern,Western New York,marketing,86.36,81.385,80.8176119402985
2020-08-01,Eastern,Western New York,periodical,44.43,69.468,68.53910447761194
2020-08-08,Eastern,Western New York,first class,86.35,80.456,81.42850746268657
2020-08-08,Eastern,Western New York,marketing,80.33,80.322,82.4720895522388
2020-08-08,Eastern,Western New York,periodical,50.43,72.077,68.86507462686568
2020-08-15,Eastern,Western New York,first class,88.77,84.866,85.14671641791045
2020-08-15,Eastern,Western New York,marketing,85.45,85.871,86.32208955223881
2020-08-15,Eastern,Western New York,periodical,49.71,74.987,72.42880597014926
2020-08-22,Eastern,Western New York,first class,91.81,88.86500000000001,87.66373134328359
2020-08-22,Eastern,Western New York,marketing,91.38,91.14,89.65507462686567
2020-08-22,Eastern,Western New York,periodical,68.78,78.415,75.35179104477612
2020-08-29,Eastern,Western New York,first class,92.13,88.982,87.9558208955224
2020-08-29,Eastern,Western New York,marketing,90.01,90.74600000000001,89.71492537313434
2020-08-29,Eastern,Western New York,periodical,76.99,79.65,77.81626865671642
2020-09-05,Eastern,Western New York,first class,92.65,89.569,88.63970149253731
2020-09-05,Eastern,Western New York,marketing,90.45,88.947,87.56910447761194
2020-09-05,Eastern,Western New York,periodical,77.31,81.792,79.4310447761194
2020-09-12,Eastern,Western New York,first class,88.04,86.456,86.31940298507463
2020-09-12,Eastern,Western New York,marketing,77.13,86.43,87.01388059701493
2020-09-12,Eastern,Western New York,periodical,67.46,77.56,77.99432835820896
2020-09-19,Eastern,Western New York,first class,87.06,83.293,84.3179104477612
2020-09-19,Eastern,Western New York,marketing,90.13,87.472,88.86358208955224
2020-09-19,Eastern,Western New York,periodical,73.69,79.535,79.76626865671642
2020-09-26,Eastern,Western New York,first class,90.41,85.142,85.99880597014925
2020-09-26,Eastern,Western New York,marketing,92.13,89.618,89.72044776119402
2020-09-26,Eastern,Western New York,periodical,75.71,78.379,77.87910447761195
2020-10-03,Eastern,Western New York,first class,90.24,83.978,86.09283582089552
2020-10-03,Eastern,Western New York,marketing,93.97,88.397,89.24208955223881
2020-10-03,Eastern,Western New York,periodical,78.7,80.887,78.80641791044776
2020-10-10,Eastern,Western New York,first class,90.85,83.832,85.7068656716418
2020-10-10,Eastern,Western New York,marketing,92.51,85.89,86.79537313432836
2020-10-10,Eastern,Western New York,periodical,73.15,78.01,77.79492537313433
2020-10-17,Eastern,Western New York,first class,86.08,76.57300000000001,81.02850746268656
2020-10-17,Eastern,Western New York,marketing,90.81,83.19800000000001,87.537761194029855
2020-10-17,Eastern,Western New York,periodical,67.42,74.136,74.85313432835821
2020-10-24,Eastern,Western New York,first class,86.63,75.789,81.72880597014925
2020-10-24,Eastern,Western New York,marketing,94.19,82.512,86.49582089552239
2020-10-24,Eastern,Western New York,periodical,76.78,76.101,75.62328358208956
2020-10-31,Eastern,Western New York,first class,89.93,79.821,84.71164179104478
2020-10-31,Eastern,Western New York,marketing,95.31,79.498,84.98910447761195
2020-10-31,Eastern,Western New York,periodical,88.49,79.051,76.0223880597015
2020-01-04,Eastern,Western Pennsylvania,first class,95.09,92.012,91.52223880597015
2020-01-04,Eastern,Western Pennsylvania,marketing,96.45,92.782,91.10417910447761
2020-01-04,Eastern,Western Pennsylvania,periodical,91.81,87.82900000000001,84.79970149253731
2020-01-11,Eastern,Western Pennsylvania,first class,94,92.877,91.32611940298507
2020-01-11,Eastern,Western Pennsylvania,marketing,95.62,91.136,88.92641791044777
2020-01-11,Eastern,Western Pennsylvania,periodical,95.19,88.61,84.77776119402985
2020-01-18,Eastern,Western Pennsylvania,first class,95,94.09,92.84149253731343
2020-01-18,Eastern,Western Pennsylvania,marketing,95.81,92.672,89.35925373134329
2020-01-18,Eastern,Western Pennsylvania,periodical,96.6,91.964,86.83358208955224
2020-01-25,Eastern,Western Pennsylvania,first class,93.8,92.414,90.87194029850747
2020-01-25,Eastern,Western Pennsylvania,marketing,97.4,94.313,91.74611940298507
2020-01-25,Eastern,Western Pennsylvania,periodical,93.79,87.598,87.02731343283583
2020-02-01,Eastern,Western Pennsylvania,first class,93.84,92.507,90.80268656716417
2020-02-01,Eastern,Western Pennsylvania,marketing,96.97,93.43900000000001,90.1579104477612
2020-02-01,Eastern,Western Pennsylvania,periodical,95.23,90.739,87.08328358208955
2020-02-08,Eastern,Western Pennsylvania,first class,93.46,93.223,91.89029850746269
2020-02-08,Eastern,Western Pennsylvania,marketing,97.21,94.145,91.76835820895522
2020-02-08,Eastern,Western Pennsylvania,periodical,93.89,89.878,88.17701492537313
2020-02-15,Eastern,Western Pennsylvania,first class,95.29,94.70400000000001,93.73283582089552
2020-02-15,Eastern,Western Pennsylvania,marketing,96.58,94.57000000000001,91.66597014925374
2020-02-15,Eastern,Western Pennsylvania,periodical,96.35,90.635,88.09074626865672
2020-02-22,Eastern,Western Pennsylvania,first class,94.69,93.474,92.73044776119403
2020-02-22,Eastern,Western Pennsylvania,marketing,97.67,95.279,93.13537313432836
2020-02-22,Eastern,Western Pennsylvania,periodical,94.58,91.094,86.80835820895523
2020-02-29,Eastern,Western Pennsylvania,first class,95.23,93.576,93.05
2020-02-29,Eastern,Western Pennsylvania,marketing,97.71,94.469,91.48925373134328
2020-02-29,Eastern,Western Pennsylvania,periodical,94.79,90.099,85.74104477611941
2020-03-07,Eastern,Western Pennsylvania,first class,94.39,93.141,92.29373134328358
2020-03-07,Eastern,Western Pennsylvania,marketing,97.51,94.24,92.01358208955224
2020-03-07,Eastern,Western Pennsylvania,periodical,95.11,90.265,86.38985074626865
2020-03-14,Eastern,Western Pennsylvania,first class,94.13,93.094,91.79925373134328
2020-03-14,Eastern,Western Pennsylvania,marketing,97.33,94.446,91.02089552238806
2020-03-14,Eastern,Western Pennsylvania,periodical,93.33,87.887,85.62552238805971
2020-03-21,Eastern,Western Pennsylvania,first class,94.21,93.832,92.48880597014926
2020-03-21,Eastern,Western Pennsylvania,marketing,97.2,94.206,91.89955223880597
2020-03-21,Eastern,Western Pennsylvania,periodical,89.69,87.703,85.31238805970149
2020-03-28,Eastern,Western Pennsylvania,first class,94.53,93.555,92.28328358208955
2020-03-28,Eastern,Western Pennsylvania,marketing,97.54,94.287,92.68477611940298
2020-03-28,Eastern,Western Pennsylvania,periodical,94.05,89.43299999999999,84.20388059701493
2020-04-01,Eastern,Western Pennsylvania,first class,95.51,94.082,92.44791044776119
2020-04-01,Eastern,Western Pennsylvania,marketing,95.35,93.545,89.53373134328358
2020-04-01,Eastern,Western Pennsylvania,periodical,96.17,88.31099999999999,82.98134328358209
2020-04-04,Eastern,Western Pennsylvania,first class,94.59,93.20100000000001,91.08268656716417
2020-04-04,Eastern,Western Pennsylvania,marketing,97.51,93.34,88.09537313432836
2020-04-04,Eastern,Western Pennsylvania,periodical,93.4,87.438,81.46358208955223
2020-04-11,Eastern,Western Pennsylvania,first class,94.07,91.736,88.87402985074627
2020-04-11,Eastern,Western Pennsylvania,marketing,91.78,91.895,87.90641791044776
2020-04-11,Eastern,Western Pennsylvania,periodical,92.33,81.126,76.45507462686567
2020-04-18,Eastern,Western Pennsylvania,first class,93.7,92.47,90.52313432835821
2020-04-18,Eastern,Western Pennsylvania,marketing,96.55,92.148,88.38283582089552
2020-04-18,Eastern,Western Pennsylvania,periodical,94.8,81.827,77.98447761194029
2020-04-25,Eastern,Western Pennsylvania,first class,94.26,91.53,89.73597014925373
2020-04-25,Eastern,Western Pennsylvania,marketing,96.43,90.036,87.3144776119403
2020-04-25,Eastern,Western Pennsylvania,periodical,92.19,79.112,74.06
2020-05-02,Eastern,Western Pennsylvania,first class,94.51,91.43299999999999,89.182089552238807
2020-05-02,Eastern,Western Pennsylvania,marketing,96.68,90.047,86.49776119402985
2020-05-02,Eastern,Western Pennsylvania,periodical,94.44,79.054,73.19462686567164
2020-05-09,Eastern,Western Pennsylvania,first class,92.75,91.411,89.02462686567164
2020-05-09,Eastern,Western Pennsylvania,marketing,96.65,91.508,87.77477611940299
2020-05-09,Eastern,Western Pennsylvania,periodical,88.97,73.536,69.31626865671642
2020-05-16,Eastern,Western Pennsylvania,first class,94.59,92.072,90.94850746268656
2020-05-16,Eastern,Western Pennsylvania,marketing,96.62,92.613,89.65597014925373
2020-05-16,Eastern,Western Pennsylvania,periodical,91.31,78.22,73.81582089552239
2020-05-23,Eastern,Western Pennsylvania,first class,94.8,93.355,91.81462686567164
2020-05-23,Eastern,Western Pennsylvania,marketing,95.13,90.512,89.30164179104477
2020-05-23,Eastern,Western Pennsylvania,periodical,89.97,82.70100000000001,76.63716417910447
2020-05-30,Eastern,Western Pennsylvania,first class,93.63,91.799,89.82761194029851
2020-05-30,Eastern,Western Pennsylvania,marketing,97.03,92.413,90.110597014925375
2020-05-30,Eastern,Western Pennsylvania,periodical,95.06,80.962,76.74104477611941
2020-06-06,Eastern,Western Pennsylvania,first class,93.97,92.256,90.2844776119403
2020-06-06,Eastern,Western Pennsylvania,marketing,96.47,91.43900000000001,89.28955223880597
2020-06-06,Eastern,Western Pennsylvania,periodical,93.45,81.622,76.22820895522388
2020-06-13,Eastern,Western Pennsylvania,first class,93.95,92.898,91.25044776119402
2020-06-13,Eastern,Western Pennsylvania,marketing,96.28,92.698,90.66611940298507
2020-06-13,Eastern,Western Pennsylvania,periodical,93.9,82.881,78.9720895522388
2020-06-20,Eastern,Western Pennsylvania,first class,93.66,92.493,90.33910447761194
2020-06-20,Eastern,Western Pennsylvania,marketing,96.33,92.42,90.69313432835821
2020-06-20,Eastern,Western Pennsylvania,periodical,91.69,82.559,77.99194029850746
2020-06-27,Eastern,Western Pennsylvania,first class,93.59,92.469,90.34238805970149
2020-06-27,Eastern,Western Pennsylvania,marketing,97.24,92.574,91.24179104477612
2020-06-27,Eastern,Western Pennsylvania,periodical,93.22,84.002,80.67895522388059
2020-07-01,Eastern,Western Pennsylvania,first class,94.86,93.253,91.40492537313433
2020-07-01,Eastern,Western Pennsylvania,marketing,94.56,92.333,89.99686567164179
2020-07-01,Eastern,Western Pennsylvania,periodical,86.84,81.79599999999999,78.68358208955223
2020-07-04,Eastern,Western Pennsylvania,first class,93.11,91.363,90.30477611940299
2020-07-04,Eastern,Western Pennsylvania,marketing,95.01,89.584,87.91850746268656
2020-07-04,Eastern,Western Pennsylvania,periodical,92.38,78.889,76.04597014925373
2020-07-11,Eastern,Western Pennsylvania,first class,88.87,86.134,85.64
2020-07-11,Eastern,Western Pennsylvania,marketing,94.49,82.22200000000001,83.49074626865672
2020-07-11,Eastern,Western Pennsylvania,periodical,89.6,74.265,73.44537313432836
2020-07-18,Eastern,Western Pennsylvania,first class,88.4,80.691,82.65940298507462
2020-07-18,Eastern,Western Pennsylvania,marketing,92.9,75.44800000000001,81.20328358208955
2020-07-18,Eastern,Western Pennsylvania,periodical,90.96,73.243,71.2423880597015
2020-07-25,Eastern,Western Pennsylvania,first class,89.91,80.357,83.4613432835821
2020-07-25,Eastern,Western Pennsylvania,marketing,93.37,81.267,83.07761194029851
2020-07-25,Eastern,Western Pennsylvania,periodical,86.99,70.85,67.87805970149253
2020-08-01,Eastern,Western Pennsylvania,first class,88.71,81.209,82.64
2020-08-01,Eastern,Western Pennsylvania,marketing,93.26,81.385,80.8176119402985
2020-08-01,Eastern,Western Pennsylvania,periodical,92.53,69.468,68.53910447761194
2020-08-08,Eastern,Western Pennsylvania,first class,88.82,80.456,81.42850746268657
2020-08-08,Eastern,Western Pennsylvania,marketing,89.76,80.322,82.4720895522388
2020-08-08,Eastern,Western Pennsylvania,periodical,88.95,72.077,68.86507462686568
2020-08-15,Eastern,Western Pennsylvania,first class,90.42,84.866,85.14671641791045
2020-08-15,Eastern,Western Pennsylvania,marketing,93.92,85.871,86.32208955223881
2020-08-15,Eastern,Western Pennsylvania,periodical,90.35,74.987,72.42880597014926
2020-08-22,Eastern,Western Pennsylvania,first class,91.85,88.86500000000001,87.66373134328359
2020-08-22,Eastern,Western Pennsylvania,marketing,94.85,91.14,89.65507462686567
2020-08-22,Eastern,Western Pennsylvania,periodical,91.23,78.415,75.35179104477612
2020-08-29,Eastern,Western Pennsylvania,first class,91.55,88.982,87.9558208955224
2020-08-29,Eastern,Western Pennsylvania,marketing,95.47,90.74600000000001,89.71492537313434
2020-08-29,Eastern,Western Pennsylvania,periodical,90.37,79.65,77.81626865671642
2020-09-05,Eastern,Western Pennsylvania,first class,92.52,89.569,88.63970149253731
2020-09-05,Eastern,Western Pennsylvania,marketing,94,88.947,87.56910447761194
2020-09-05,Eastern,Western Pennsylvania,periodical,93.05,81.792,79.4310447761194
2020-09-12,Eastern,Western Pennsylvania,first class,90.54,86.456,86.31940298507463
2020-09-12,Eastern,Western Pennsylvania,marketing,95.71,86.43,87.01388059701493
