date,area,district,mail_type,pct_on_time
2020-02-29,Capital Metro,Northern Virginia,first_class,92.72
2020-02-29,Capital Metro,Northern Virginia,marketing,85.83
2020-02-29,Capital Metro,Northern Virginia,periodical,78.08
2020-03-07,Capital Metro,Northern Virginia,first_class,91.34
2020-03-07,Capital Metro,Northern Virginia,marketing,93.15
2020-03-07,Capital Metro,Northern Virginia,periodical,87.75
2020-03-14,Capital Metro,Northern Virginia,first_class,92.65
2020-03-14,Capital Metro,Northern Virginia,marketing,93.37
2020-03-14,Capital Metro,Northern Virginia,periodical,89.63
2020-03-21,Capital Metro,Northern Virginia,first_class,91.19
2020-03-21,Capital Metro,Northern Virginia,marketing,92.39
2020-03-21,Capital Metro,Northern Virginia,periodical,87.76
2020-03-28,Capital Metro,Northern Virginia,first_class,93.38
2020-03-28,Capital Metro,Northern Virginia,marketing,92.9
2020-03-28,Capital Metro,Northern Virginia,periodical,91.7
2020-04-01,Capital Metro,Northern Virginia,first_class,93.67
2020-04-01,Capital Metro,Northern Virginia,marketing,90.96
2020-04-01,Capital Metro,Northern Virginia,periodical,89.51
2020-04-04,Capital Metro,Northern Virginia,first_class,91.45
2020-04-04,Capital Metro,Northern Virginia,marketing,93.31
2020-04-04,Capital Metro,Northern Virginia,periodical,88.61
2020-04-11,Capital Metro,Northern Virginia,first_class,90.99
2020-04-11,Capital Metro,Northern Virginia,marketing,93.43
2020-04-11,Capital Metro,Northern Virginia,periodical,79.45
2020-04-18,Capital Metro,Northern Virginia,first_class,91.84
2020-04-18,Capital Metro,Northern Virginia,marketing,94.21
2020-04-18,Capital Metro,Northern Virginia,periodical,87.89
2020-04-25,Capital Metro,Northern Virginia,first_class,92.05
2020-04-25,Capital Metro,Northern Virginia,marketing,93.77
2020-04-25,Capital Metro,Northern Virginia,periodical,86.79
2020-05-02,Capital Metro,Northern Virginia,first_class,90.81
2020-05-02,Capital Metro,Northern Virginia,marketing,92.62
2020-05-02,Capital Metro,Northern Virginia,periodical,86.13
2020-05-09,Capital Metro,Northern Virginia,first_class,89.04
2020-05-09,Capital Metro,Northern Virginia,marketing,92.34
2020-05-09,Capital Metro,Northern Virginia,periodical,81.23
2020-05-16,Capital Metro,Northern Virginia,first_class,90.63
2020-05-16,Capital Metro,Northern Virginia,marketing,93.43
2020-05-16,Capital Metro,Northern Virginia,periodical,85.67
2020-05-23,Capital Metro,Northern Virginia,first_class,92.45
2020-05-23,Capital Metro,Northern Virginia,marketing,90.83
2020-05-23,Capital Metro,Northern Virginia,periodical,83.93
2020-05-30,Capital Metro,Northern Virginia,first_class,88.14
2020-05-30,Capital Metro,Northern Virginia,marketing,92.72
2020-05-30,Capital Metro,Northern Virginia,periodical,86.95
2020-06-06,Capital Metro,Northern Virginia,first_class,88.86
2020-06-06,Capital Metro,Northern Virginia,marketing,91.1
2020-06-06,Capital Metro,Northern Virginia,periodical,79.65
2020-06-13,Capital Metro,Northern Virginia,first_class,90.88
2020-06-13,Capital Metro,Northern Virginia,marketing,91.85
2020-06-13,Capital Metro,Northern Virginia,periodical,88.12
2020-06-20,Capital Metro,Northern Virginia,first_class,89.85
2020-06-20,Capital Metro,Northern Virginia,marketing,92.18
2020-06-20,Capital Metro,Northern Virginia,periodical,85.76
2020-06-27,Capital Metro,Northern Virginia,first_class,90.21
2020-06-27,Capital Metro,Northern Virginia,marketing,92.82
2020-06-27,Capital Metro,Northern Virginia,periodical,91.37
2020-07-01,Capital Metro,Northern Virginia,first_class,90.34
2020-07-01,Capital Metro,Northern Virginia,marketing,91.73
2020-07-01,Capital Metro,Northern Virginia,periodical,90.94
2020-07-04,Capital Metro,Northern Virginia,first_class,88.03
2020-07-04,Capital Metro,Northern Virginia,marketing,90.36
2020-07-04,Capital Metro,Northern Virginia,periodical,86.28
2020-07-11,Capital Metro,Northern Virginia,first_class,87.15
2020-07-11,Capital Metro,Northern Virginia,marketing,91.38
2020-07-11,Capital Metro,Northern Virginia,periodical,84.32
2020-07-18,Capital Metro,Northern Virginia,first_class,83.07
2020-07-18,Capital Metro,Northern Virginia,marketing,90.13
2020-07-18,Capital Metro,Northern Virginia,periodical,86.5
2020-07-25,Capital Metro,Northern Virginia,first_class,80.98
2020-07-25,Capital Metro,Northern Virginia,marketing,87.79
2020-07-25,Capital Metro,Northern Virginia,periodical,88.85
2020-08-01,Capital Metro,Northern Virginia,first_class,83.51
2020-08-01,Capital Metro,Northern Virginia,marketing,82.41
2020-08-01,Capital Metro,Northern Virginia,periodical,87.18
2020-08-08,Capital Metro,Northern Virginia,first_class,80.6
2020-08-08,Capital Metro,Northern Virginia,marketing,91.01
2020-08-08,Capital Metro,Northern Virginia,periodical,84.93
2020-08-15,Capital Metro,Northern Virginia,first_class,85.44
2020-08-15,Capital Metro,Northern Virginia,marketing,90.39
2020-08-15,Capital Metro,Northern Virginia,periodical,84.83
2020-08-22,Capital Metro,Northern Virginia,first_class,85.73
2020-08-22,Capital Metro,Northern Virginia,marketing,91.96
2020-08-22,Capital Metro,Northern Virginia,periodical,86.94
2020-08-29,Capital Metro,Northern Virginia,first_class,85.58
2020-08-29,Capital Metro,Northern Virginia,marketing,90.19
2020-08-29,Capital Metro,Northern Virginia,periodical,69.31
2020-01-04,Capital Metro,Richmond,first_class,90.17
2020-01-04,Capital Metro,Richmond,marketing,83.72
2020-01-04,Capital Metro,Richmond,periodical,79.95
2020-01-11,Capital Metro,Richmond,first_class,88.8
2020-01-11,Capital Metro,Richmond,marketing,77.33
2020-01-11,Capital Metro,Richmond,periodical,77.12
2020-01-18,Capital Metro,Richmond,first_class,90.7
2020-01-18,Capital Metro,Richmond,marketing,82.46
2020-01-18,Capital Metro,Richmond,periodical,83.01
2020-01-25,Capital Metro,Richmond,first_class,88.51
2020-01-25,Capital Metro,Richmond,marketing,85.74
2020-01-25,Capital Metro,Richmond,periodical,83.94
2020-02-01,Capital Metro,Richmond,first_class,86.32
2020-02-01,Capital Metro,Richmond,marketing,84.89
2020-02-01,Capital Metro,Richmond,periodical,80.23
2020-02-08,Capital Metro,Richmond,first_class,89.01
2020-02-08,Capital Metro,Richmond,marketing,85.68
2020-02-08,Capital Metro,Richmond,periodical,83.19
2020-02-15,Capital Metro,Richmond,first_class,92.44
2020-02-15,Capital Metro,Richmond,marketing,85.85
2020-02-15,Capital Metro,Richmond,periodical,83.65
2020-02-22,Capital Metro,Richmond,first_class,90.21
2020-02-22,Capital Metro,Richmond,marketing,84.22
2020-02-22,Capital Metro,Richmond,periodical,81.78
2020-02-29,Capital Metro,Richmond,first_class,89.67
2020-02-29,Capital Metro,Richmond,marketing,81.38
2020-02-29,Capital Metro,Richmond,periodical,82.02
2020-03-07,Capital Metro,Richmond,first_class,90.56
2020-03-07,Capital Metro,Richmond,marketing,85.06
2020-03-07,Capital Metro,Richmond,periodical,78.02
2020-03-14,Capital Metro,Richmond,first_class,90.69
2020-03-14,Capital Metro,Richmond,marketing,81.83
2020-03-14,Capital Metro,Richmond,periodical,70.54
2020-03-21,Capital Metro,Richmond,first_class,92.77
2020-03-21,Capital Metro,Richmond,marketing,88.55
2020-03-21,Capital Metro,Richmond,periodical,78.77
2020-03-28,Capital Metro,Richmond,first_class,92.55
2020-03-28,Capital Metro,Richmond,marketing,90.56
2020-03-28,Capital Metro,Richmond,periodical,83.19
2020-04-01,Capital Metro,Richmond,first_class,92.86
2020-04-01,Capital Metro,Richmond,marketing,90.44
2020-04-01,Capital Metro,Richmond,periodical,81.83
2020-04-04,Capital Metro,Richmond,first_class,92.03
2020-04-04,Capital Metro,Richmond,marketing,89.81
2020-04-04,Capital Metro,Richmond,periodical,81.91
2020-04-11,Capital Metro,Richmond,first_class,88.73
2020-04-11,Capital Metro,Richmond,marketing,86.94
2020-04-11,Capital Metro,Richmond,periodical,70.9
2020-04-18,Capital Metro,Richmond,first_class,91.55
2020-04-18,Capital Metro,Richmond,marketing,90.87
2020-04-18,Capital Metro,Richmond,periodical,78.43
2020-04-25,Capital Metro,Richmond,first_class,91.91
2020-04-25,Capital Metro,Richmond,marketing,89.86
2020-04-25,Capital Metro,Richmond,periodical,71.17
2020-05-02,Capital Metro,Richmond,first_class,90.85
2020-05-02,Capital Metro,Richmond,marketing,88.42
2020-05-02,Capital Metro,Richmond,periodical,77.14
2020-05-09,Capital Metro,Richmond,first_class,89.62
2020-05-09,Capital Metro,Richmond,marketing,86.95
2020-05-09,Capital Metro,Richmond,periodical,63.37
2020-05-16,Capital Metro,Richmond,first_class,89.87
2020-05-16,Capital Metro,Richmond,marketing,89.42
2020-05-16,Capital Metro,Richmond,periodical,80.3
2020-05-23,Capital Metro,Richmond,first_class,91.03
2020-05-23,Capital Metro,Richmond,marketing,86.95
2020-05-23,Capital Metro,Richmond,periodical,73.66
2020-05-30,Capital Metro,Richmond,first_class,88.37
2020-05-30,Capital Metro,Richmond,marketing,87.77
2020-05-30,Capital Metro,Richmond,periodical,63.8
2020-06-06,Capital Metro,Richmond,first_class,89.36
2020-06-06,Capital Metro,Richmond,marketing,84.41
2020-06-06,Capital Metro,Richmond,periodical,70.26
2020-06-13,Capital Metro,Richmond,first_class,90.13
2020-06-13,Capital Metro,Richmond,marketing,84.86
2020-06-13,Capital Metro,Richmond,periodical,63.99
2020-06-20,Capital Metro,Richmond,first_class,88.14
2020-06-20,Capital Metro,Richmond,marketing,86.64
2020-06-20,Capital Metro,Richmond,periodical,64.28
2020-06-27,Capital Metro,Richmond,first_class,87.28
2020-06-27,Capital Metro,Richmond,marketing,88.29
2020-06-27,Capital Metro,Richmond,periodical,66.41
2020-07-01,Capital Metro,Richmond,first_class,90.73
2020-07-01,Capital Metro,Richmond,marketing,83.21
2020-07-01,Capital Metro,Richmond,periodical,77.07
2020-07-04,Capital Metro,Richmond,first_class,88.05
2020-07-04,Capital Metro,Richmond,marketing,80.24
2020-07-04,Capital Metro,Richmond,periodical,58.94
2020-07-11,Capital Metro,Richmond,first_class,83.23
2020-07-11,Capital Metro,Richmond,marketing,75.45
2020-07-11,Capital Metro,Richmond,periodical,54.8
2020-07-18,Capital Metro,Richmond,first_class,75.87
2020-07-18,Capital Metro,Richmond,marketing,64.94
2020-07-18,Capital Metro,Richmond,periodical,50.32
2020-07-25,Capital Metro,Richmond,first_class,78.84
2020-07-25,Capital Metro,Richmond,marketing,73.92
2020-07-25,Capital Metro,Richmond,periodical,47.91
2020-08-01,Capital Metro,Richmond,first_class,81.64
2020-08-01,Capital Metro,Richmond,marketing,81.39
2020-08-01,Capital Metro,Richmond,periodical,53.04
2020-08-08,Capital Metro,Richmond,first_class,81.17
2020-08-08,Capital Metro,Richmond,marketing,78.19
2020-08-08,Capital Metro,Richmond,periodical,46.69
2020-08-15,Capital Metro,Richmond,first_class,85.27
2020-08-15,Capital Metro,Richmond,marketing,84.11
2020-08-15,Capital Metro,Richmond,periodical,63.19
2020-08-22,Capital Metro,Richmond,first_class,86.18
2020-08-22,Capital Metro,Richmond,marketing,87.42
2020-08-22,Capital Metro,Richmond,periodical,69.15
2020-08-29,Capital Metro,Richmond,first_class,85.3
2020-08-29,Capital Metro,Richmond,marketing,88.54
2020-08-29,Capital Metro,Richmond,periodical,66.81
2020-01-04,Eastern,Appalachian,first_class,93.09
2020-01-04,Eastern,Appalachian,marketing,94.1
2020-01-04,Eastern,Appalachian,periodical,87.17
2020-01-11,Eastern,Appalachian,first_class,94.48
2020-01-11,Eastern,Appalachian,marketing,92.04
2020-01-11,Eastern,Appalachian,periodical,85.39
2020-01-18,Eastern,Appalachian,first_class,94.9
2020-01-18,Eastern,Appalachian,marketing,90.18
2020-01-18,Eastern,Appalachian,periodical,93.26
2020-01-25,Eastern,Appalachian,first_class,93.14
2020-01-25,Eastern,Appalachian,marketing,94.56
2020-01-25,Eastern,Appalachian,periodical,85.48
2020-02-01,Eastern,Appalachian,first_class,93.08
2020-02-01,Eastern,Appalachian,marketing,88.65
2020-02-01,Eastern,Appalachian,periodical,92.36
2020-02-08,Eastern,Appalachian,first_class,92.62
2020-02-08,Eastern,Appalachian,marketing,93.19
2020-02-08,Eastern,Appalachian,periodical,88.58
2020-02-15,Eastern,Appalachian,first_class,95.12
2020-02-15,Eastern,Appalachian,marketing,95.46
2020-02-15,Eastern,Appalachian,periodical,90.88
2020-02-22,Eastern,Appalachian,first_class,94.22
2020-02-22,Eastern,Appalachian,marketing,95.26
2020-02-22,Eastern,Appalachian,periodical,92.02
2020-02-29,Eastern,Appalachian,first_class,93.7
2020-02-29,Eastern,Appalachian,marketing,89.24
2020-02-29,Eastern,Appalachian,periodical,91.57
2020-03-07,Eastern,Appalachian,first_class,93.94
2020-03-07,Eastern,Appalachian,marketing,90.69
2020-03-07,Eastern,Appalachian,periodical,92.06
2020-03-14,Eastern,Appalachian,first_class,93.2
2020-03-14,Eastern,Appalachian,marketing,94.13
2020-03-14,Eastern,Appalachian,periodical,81.04
2020-03-21,Eastern,Appalachian,first_class,94.6
2020-03-21,Eastern,Appalachian,marketing,95.3
2020-03-21,Eastern,Appalachian,periodical,90.53
2020-03-28,Eastern,Appalachian,first_class,93.61
2020-03-28,Eastern,Appalachian,marketing,96.79
2020-03-28,Eastern,Appalachian,periodical,92.04
2020-04-01,Eastern,Appalachian,first_class,94.86
2020-04-01,Eastern,Appalachian,marketing,95.09
2020-04-01,Eastern,Appalachian,periodical,92.56
2020-04-04,Eastern,Appalachian,first_class,94.73
2020-04-04,Eastern,Appalachian,marketing,93.47
2020-04-04,Eastern,Appalachian,periodical,87.76
2020-04-11,Eastern,Appalachian,first_class,94.28
2020-04-11,Eastern,Appalachian,marketing,95.46
2020-04-11,Eastern,Appalachian,periodical,85.36
2020-04-18,Eastern,Appalachian,first_class,94.06
2020-04-18,Eastern,Appalachian,marketing,95.63
2020-04-18,Eastern,Appalachian,periodical,90.22
2020-04-25,Eastern,Appalachian,first_class,94.34
2020-04-25,Eastern,Appalachian,marketing,93.72
2020-04-25,Eastern,Appalachian,periodical,86.43
2020-05-02,Eastern,Appalachian,first_class,94.38
2020-05-02,Eastern,Appalachian,marketing,86.91
2020-05-02,Eastern,Appalachian,periodical,82.54
2020-05-09,Eastern,Appalachian,first_class,92.59
2020-05-09,Eastern,Appalachian,marketing,92.4
2020-05-09,Eastern,Appalachian,periodical,83.56
2020-05-16,Eastern,Appalachian,first_class,93.37
2020-05-16,Eastern,Appalachian,marketing,89.03
2020-05-16,Eastern,Appalachian,periodical,83.03
2020-05-23,Eastern,Appalachian,first_class,94.47
2020-05-23,Eastern,Appalachian,marketing,92.47
2020-05-23,Eastern,Appalachian,periodical,86.52
2020-05-30,Eastern,Appalachian,first_class,92.89
2020-05-30,Eastern,Appalachian,marketing,95.96
2020-05-30,Eastern,Appalachian,periodical,86.01
2020-06-06,Eastern,Appalachian,first_class,93.23
2020-06-06,Eastern,Appalachian,marketing,88.44
2020-06-06,Eastern,Appalachian,periodical,86.65
2020-06-13,Eastern,Appalachian,first_class,93.75
2020-06-13,Eastern,Appalachian,marketing,94.57
2020-06-13,Eastern,Appalachian,periodical,83.39
2020-06-20,Eastern,Appalachian,first_class,93.04
2020-06-20,Eastern,Appalachian,marketing,94.78
2020-06-20,Eastern,Appalachian,periodical,82.92
2020-06-27,Eastern,Appalachian,first_class,93.09
2020-06-27,Eastern,Appalachian,marketing,95.32
2020-06-27,Eastern,Appalachian,periodical,87.66
2020-07-01,Eastern,Appalachian,first_class,94.35
2020-07-01,Eastern,Appalachian,marketing,94.7
2020-07-01,Eastern,Appalachian,periodical,89.91
2020-07-04,Eastern,Appalachian,first_class,93.34
2020-07-04,Eastern,Appalachian,marketing,92.88
2020-07-04,Eastern,Appalachian,periodical,82.54
2020-07-11,Eastern,Appalachian,first_class,89.8
2020-07-11,Eastern,Appalachian,marketing,92.18
2020-07-11,Eastern,Appalachian,periodical,79.81
2020-07-18,Eastern,Appalachian,first_class,86.32
2020-07-18,Eastern,Appalachian,marketing,91.39
2020-07-18,Eastern,Appalachian,periodical,83.84
2020-07-25,Eastern,Appalachian,first_class,84.59
2020-07-25,Eastern,Appalachian,marketing,91.52
2020-07-25,Eastern,Appalachian,periodical,69.04
2020-08-01,Eastern,Appalachian,first_class,88.41
2020-08-01,Eastern,Appalachian,marketing,86.38
2020-08-01,Eastern,Appalachian,periodical,81.92
2020-08-08,Eastern,Appalachian,first_class,85.65
2020-08-08,Eastern,Appalachian,marketing,88.53
2020-08-08,Eastern,Appalachian,periodical,78.98
2020-08-15,Eastern,Appalachian,first_class,88.23
2020-08-15,Eastern,Appalachian,marketing,93.03
2020-08-15,Eastern,Appalachian,periodical,75.47
2020-08-22,Eastern,Appalachian,first_class,90.28
2020-08-22,Eastern,Appalachian,marketing,92.85
2020-08-22,Eastern,Appalachian,periodical,78.8
2020-08-29,Eastern,Appalachian,first_class,88.4
2020-08-29,Eastern,Appalachian,marketing,91.42
2020-08-29,Eastern,Appalachian,periodical,84.78
2020-01-04,Eastern,Central Pennsylvania,first_class,92.66
2020-01-04,Eastern,Central Pennsylvania,marketing,90.72
2020-01-04,Eastern,Central Pennsylvania,periodical,82.45
2020-01-11,Eastern,Central Pennsylvania,first_class,92.32
2020-01-11,Eastern,Central Pennsylvania,marketing,88.1
2020-01-11,Eastern,Central Pennsylvania,periodical,87.96
2020-01-18,Eastern,Central Pennsylvania,first_class,93.43
2020-01-18,Eastern,Central Pennsylvania,marketing,91.57
2020-01-18,Eastern,Central Pennsylvania,periodical,90.51
2020-01-25,Eastern,Central Pennsylvania,first_class,92.88
2020-01-25,Eastern,Central Pennsylvania,marketing,93.32
2020-01-25,Eastern,Central Pennsylvania,periodical,86.26
2020-02-01,Eastern,Central Pennsylvania,first_class,92.83
2020-02-01,Eastern,Central Pennsylvania,marketing,93.23
2020-02-01,Eastern,Central Pennsylvania,periodical,91.05
2020-02-08,Eastern,Central Pennsylvania,first_class,93.78
2020-02-08,Eastern,Central Pennsylvania,marketing,93.03
2020-02-08,Eastern,Central Pennsylvania,periodical,86.8
2020-02-15,Eastern,Central Pennsylvania,first_class,94.98
2020-02-15,Eastern,Central Pennsylvania,marketing,94.31
2020-02-15,Eastern,Central Pennsylvania,periodical,91.7
2020-02-22,Eastern,Central Pennsylvania,first_class,93.12
2020-02-22,Eastern,Central Pennsylvania,marketing,94.48
2020-02-22,Eastern,Central Pennsylvania,periodical,88.13
2020-02-29,Eastern,Central Pennsylvania,first_class,93.28
2020-02-29,Eastern,Central Pennsylvania,marketing,94.11
2020-02-29,Eastern,Central Pennsylvania,periodical,90.13
2020-03-07,Eastern,Central Pennsylvania,first_class,92.79
2020-03-07,Eastern,Central Pennsylvania,marketing,93.62
2020-03-07,Eastern,Central Pennsylvania,periodical,89.89
2020-03-14,Eastern,Central Pennsylvania,first_class,92.71
2020-03-14,Eastern,Central Pennsylvania,marketing,94.4
2020-03-14,Eastern,Central Pennsylvania,periodical,88.56
2020-03-21,Eastern,Central Pennsylvania,first_class,93.82
2020-03-21,Eastern,Central Pennsylvania,marketing,93.85
2020-03-21,Eastern,Central Pennsylvania,periodical,87.07
2020-03-28,Eastern,Central Pennsylvania,first_class,94.33
2020-03-28,Eastern,Central Pennsylvania,marketing,93.15
2020-03-28,Eastern,Central Pennsylvania,periodical,88.97
2020-04-01,Eastern,Central Pennsylvania,first_class,92.96
2020-04-01,Eastern,Central Pennsylvania,marketing,95
2020-04-01,Eastern,Central Pennsylvania,periodical,89.49
2020-04-04,Eastern,Central Pennsylvania,first_class,92.56
2020-04-04,Eastern,Central Pennsylvania,marketing,90
2020-04-04,Eastern,Central Pennsylvania,periodical,89.04
2020-04-11,Eastern,Central Pennsylvania,first_class,92.08
2020-04-11,Eastern,Central Pennsylvania,marketing,86.4
2020-04-11,Eastern,Central Pennsylvania,periodical,78.01
2020-04-18,Eastern,Central Pennsylvania,first_class,91.28
2020-04-18,Eastern,Central Pennsylvania,marketing,88.29
2020-04-18,Eastern,Central Pennsylvania,periodical,79.59
2020-04-25,Eastern,Central Pennsylvania,first_class,90.82
2020-04-25,Eastern,Central Pennsylvania,marketing,83.97
2020-04-25,Eastern,Central Pennsylvania,periodical,70.93
2020-05-02,Eastern,Central Pennsylvania,first_class,91.5
2020-05-02,Eastern,Central Pennsylvania,marketing,90.03
2020-05-02,Eastern,Central Pennsylvania,periodical,79.75
2020-05-09,Eastern,Central Pennsylvania,first_class,91.58
2020-05-09,Eastern,Central Pennsylvania,marketing,92.56
2020-05-09,Eastern,Central Pennsylvania,periodical,77.05
2020-05-16,Eastern,Central Pennsylvania,first_class,92.36
2020-05-16,Eastern,Central Pennsylvania,marketing,93.8
2020-05-16,Eastern,Central Pennsylvania,periodical,80.68
2020-05-23,Eastern,Central Pennsylvania,first_class,92.87
2020-05-23,Eastern,Central Pennsylvania,marketing,88.67
2020-05-23,Eastern,Central Pennsylvania,periodical,85.48
2020-05-30,Eastern,Central Pennsylvania,first_class,92.4
2020-05-30,Eastern,Central Pennsylvania,marketing,90.75
2020-05-30,Eastern,Central Pennsylvania,periodical,83.87
2020-06-06,Eastern,Central Pennsylvania,first_class,93.12
2020-06-06,Eastern,Central Pennsylvania,marketing,88.95
2020-06-06,Eastern,Central Pennsylvania,periodical,85.56
2020-06-13,Eastern,Central Pennsylvania,first_class,93.14
2020-06-13,Eastern,Central Pennsylvania,marketing,89.37
2020-06-13,Eastern,Central Pennsylvania,periodical,82.75
2020-06-20,Eastern,Central Pennsylvania,first_class,92.71
2020-06-20,Eastern,Central Pennsylvania,marketing,89.82
2020-06-20,Eastern,Central Pennsylvania,periodical,80.54
2020-06-27,Eastern,Central Pennsylvania,first_class,91.61
2020-06-27,Eastern,Central Pennsylvania,marketing,90.34
2020-06-27,Eastern,Central Pennsylvania,periodical,85.52
2020-07-01,Eastern,Central Pennsylvania,first_class,91.69
2020-07-01,Eastern,Central Pennsylvania,marketing,93.53
2020-07-01,Eastern,Central Pennsylvania,periodical,80.28
2020-07-04,Eastern,Central Pennsylvania,first_class,91.5
2020-07-04,Eastern,Central Pennsylvania,marketing,88.56
2020-07-04,Eastern,Central Pennsylvania,periodical,83.52
2020-07-11,Eastern,Central Pennsylvania,first_class,83.82
2020-07-11,Eastern,Central Pennsylvania,marketing,77.15
2020-07-11,Eastern,Central Pennsylvania,periodical,72.53
2020-07-18,Eastern,Central Pennsylvania,first_class,67.52
2020-07-18,Eastern,Central Pennsylvania,marketing,61.63
2020-07-18,Eastern,Central Pennsylvania,periodical,70.74
2020-07-25,Eastern,Central Pennsylvania,first_class,71.59
2020-07-25,Eastern,Central Pennsylvania,marketing,73.81
2020-07-25,Eastern,Central Pennsylvania,periodical,70.44
2020-08-01,Eastern,Central Pennsylvania,first_class,76.04
2020-08-01,Eastern,Central Pennsylvania,marketing,76.12
2020-08-01,Eastern,Central Pennsylvania,periodical,70.51
2020-08-08,Eastern,Central Pennsylvania,first_class,73.6
2020-08-08,Eastern,Central Pennsylvania,marketing,74.05
2020-08-08,Eastern,Central Pennsylvania,periodical,69.52
2020-08-15,Eastern,Central Pennsylvania,first_class,80.62
2020-08-15,Eastern,Central Pennsylvania,marketing,83.16
2020-08-15,Eastern,Central Pennsylvania,periodical,72.59
2020-08-22,Eastern,Central Pennsylvania,first_class,85.06
2020-08-22,Eastern,Central Pennsylvania,marketing,90.96
2020-08-22,Eastern,Central Pennsylvania,periodical,76.14
2020-08-29,Eastern,Central Pennsylvania,first_class,87.59
2020-08-29,Eastern,Central Pennsylvania,marketing,89.14
2020-08-29,Eastern,Central Pennsylvania,periodical,81.41
2020-01-04,Eastern,Kentuckiana,first_class,92.04
2020-01-04,Eastern,Kentuckiana,marketing,95.43
2020-01-04,Eastern,Kentuckiana,periodical,90.03
2020-01-11,Eastern,Kentuckiana,first_class,93
2020-01-11,Eastern,Kentuckiana,marketing,93.87
2020-01-11,Eastern,Kentuckiana,periodical,89.77
2020-01-18,Eastern,Kentuckiana,first_class,93.79
2020-01-18,Eastern,Kentuckiana,marketing,93.2
2020-01-18,Eastern,Kentuckiana,periodical,91.07
2020-01-25,Eastern,Kentuckiana,first_class,91.97
2020-01-25,Eastern,Kentuckiana,marketing,94.86
2020-01-25,Eastern,Kentuckiana,periodical,87.05
2020-02-01,Eastern,Kentuckiana,first_class,92.42
2020-02-01,Eastern,Kentuckiana,marketing,94.1
2020-02-01,Eastern,Kentuckiana,periodical,92.16
2020-02-08,Eastern,Kentuckiana,first_class,93.33
2020-02-08,Eastern,Kentuckiana,marketing,94.37
2020-02-08,Eastern,Kentuckiana,periodical,90.67
2020-02-15,Eastern,Kentuckiana,first_class,94.28
2020-02-15,Eastern,Kentuckiana,marketing,93.89
2020-02-15,Eastern,Kentuckiana,periodical,89.02
2020-02-22,Eastern,Kentuckiana,first_class,93.32
2020-02-22,Eastern,Kentuckiana,marketing,95.74
2020-02-22,Eastern,Kentuckiana,periodical,91.55
2020-02-29,Eastern,Kentuckiana,first_class,93.01
2020-02-29,Eastern,Kentuckiana,marketing,95.34
2020-02-29,Eastern,Kentuckiana,periodical,90.04
2020-03-07,Eastern,Kentuckiana,first_class,92.77
2020-03-07,Eastern,Kentuckiana,marketing,94.85
2020-03-07,Eastern,Kentuckiana,periodical,91.18
2020-03-14,Eastern,Kentuckiana,first_class,92.94
2020-03-14,Eastern,Kentuckiana,marketing,94.32
2020-03-14,Eastern,Kentuckiana,periodical,90.14
2020-03-21,Eastern,Kentuckiana,first_class,93.65
2020-03-21,Eastern,Kentuckiana,marketing,94.84
2020-03-21,Eastern,Kentuckiana,periodical,91.72
2020-03-28,Eastern,Kentuckiana,first_class,94.05
2020-03-28,Eastern,Kentuckiana,marketing,95.42
2020-03-28,Eastern,Kentuckiana,periodical,88.17
2020-04-01,Eastern,Kentuckiana,first_class,94.41
2020-04-01,Eastern,Kentuckiana,marketing,95.69
2020-04-01,Eastern,Kentuckiana,periodical,88.24
2020-04-04,Eastern,Kentuckiana,first_class,93.92
2020-04-04,Eastern,Kentuckiana,marketing,95.94
2020-04-04,Eastern,Kentuckiana,periodical,87.16
2020-04-11,Eastern,Kentuckiana,first_class,93.27
2020-04-11,Eastern,Kentuckiana,marketing,95.91
2020-04-11,Eastern,Kentuckiana,periodical,77.88
2020-04-18,Eastern,Kentuckiana,first_class,93.19
2020-04-18,Eastern,Kentuckiana,marketing,95.13
2020-04-18,Eastern,Kentuckiana,periodical,84.88
2020-04-25,Eastern,Kentuckiana,first_class,91.33
2020-04-25,Eastern,Kentuckiana,marketing,95.17
2020-04-25,Eastern,Kentuckiana,periodical,74.85
2020-05-02,Eastern,Kentuckiana,first_class,90.6
2020-05-02,Eastern,Kentuckiana,marketing,95.25
2020-05-02,Eastern,Kentuckiana,periodical,79.77
2020-05-09,Eastern,Kentuckiana,first_class,90.48
2020-05-09,Eastern,Kentuckiana,marketing,93.48
2020-05-09,Eastern,Kentuckiana,periodical,74.72
2020-05-16,Eastern,Kentuckiana,first_class,90.68
2020-05-16,Eastern,Kentuckiana,marketing,93.51
2020-05-16,Eastern,Kentuckiana,periodical,77.45
2020-05-23,Eastern,Kentuckiana,first_class,92.2
2020-05-23,Eastern,Kentuckiana,marketing,91.68
2020-05-23,Eastern,Kentuckiana,periodical,84.76
2020-05-30,Eastern,Kentuckiana,first_class,91.41
2020-05-30,Eastern,Kentuckiana,marketing,94.06
2020-05-30,Eastern,Kentuckiana,periodical,84.89
2020-06-06,Eastern,Kentuckiana,first_class,91.23
2020-06-06,Eastern,Kentuckiana,marketing,94.37
2020-06-06,Eastern,Kentuckiana,periodical,83.79
2020-06-13,Eastern,Kentuckiana,first_class,92.25
2020-06-13,Eastern,Kentuckiana,marketing,94.52
2020-06-13,Eastern,Kentuckiana,periodical,85
2020-06-20,Eastern,Kentuckiana,first_class,92.05
2020-06-20,Eastern,Kentuckiana,marketing,94.54
